llave-barrio,Fecha,coord_x,coord_y
TRIANGULO-4,1,-74.07614277799999,4.564404718649882
TRINIDAD-16,44,-74.11809860899999,4.624849381651876
TUNAL-6,313,-74.134675054,4.573605073900209
TUNDAMA-8,11,-74.14965188050002,4.601325553151109
TUNJUELITO-6,169,-74.128489852,4.562401341649823
TUNO-5,2,-74.110839723,4.486046968147324
USAQUEN-1,137,-74.029270422,4.692957594654084
USATAMA-14,85,-74.082820526,4.6214554836517525
UVAL-5,15,-74.10264740550002,4.485148472147302
VALLADOLID-8,77,-74.14697595849998,4.645755521152558
VALVANERA-19,20,-74.1647985655,4.590130799650709
VEGA SAN BERNARDINO-7,1,-74.207364899,4.619972320651686
VEINTE DE JULIO-4,257,-74.09615428200001,4.570595647150103
VELODROMO-4,34,-74.08773415850001,4.573275693150183
VENECIA-6,529,-74.14068934025,4.5914397209007785
VERACRUZ-3,990,-74.07246030500002,4.603737391151191
VERGEL-14,26,-74.095537226,4.596804769650928
VERGEL-8,87,-74.135836928,4.656128147152888
VERGOCCIDENTAL-8,37,-74.13939101349999,4.651964120652744
VERGORIENTAL-8,13,-74.143798215,4.648378563652615
VERONA-19,48,-74.15676469300001,4.577355904650313
VICTORIA-4,143,-74.092395447,4.552170883149497
VILALSACIA-8,182,-74.13133099325,4.643421425652464
VILAMALIA-10,37,-74.1243151745,4.708505713154578
VILANITA-5,2,-74.11875055300001,4.4894364676474385
VILANNY-7,21,-74.20120759049999,4.602249470151132
VILCARMENZA-9,43,-74.151183513,4.681490477153721
VILDCERRO-4,10,-74.09480023950002,4.544251513149247
VILDE ALPES-4,43,-74.09803755850001,4.560495903149785
VILDIAMANTE-19,6,-74.1538737905,4.55098524264945
VILDMAR-10,53,-74.122249644,4.699590270154314
VILDPROGRESO-7,6,-74.2016153575,4.623955485651843
VILDRIO-7,163,-74.1573689935,4.600671364651062
VILEMMA-7,3,-74.20474502049998,4.621567407651766
VILGLADYS-10,5,-74.13738659399999,4.707820305154577
VILGLORIA-19,8,-74.152455288,4.550163491149439
VILLABEL-4,3,-74.09566170349999,4.537579585149025
VILLEMAR-9,75,-74.13972775299999,4.670282724153345
VILLUZ-10,162,-74.1076840755,4.684454654153813
VILMAYOR-15,219,-74.12479717599999,4.59175974665079
VILMAYOR-18,45,-74.12572703950002,4.589665044650728
VILSAGRARIO-10,12,-74.1214861675,4.704622945654436
VIRREY-5,27,-74.112679335,4.503171498147903
VITELMA-4,23,-74.0764948995,4.5761005426502805
VOTO NACIONAL-14,379,-74.08367797600002,4.603507673151164
